type,prix,surface,quartier,date,adresse
Appartement,200000.0,50.0,Toulon,2024-02-05,CHE DE RIGOUMEL
Appartement,106000.0,86.0,Toulon,2024-02-22,AV DU LAS
Maison,417000.0,86.0,Toulon,2024-02-15,RUE ETIENNE DOLET
Appartement,74000.0,46.0,Toulon,2024-02-07,RUE MAISSIN
Appartement,199000.0,45.0,Toulon,2024-02-13,AV DE CLARET
Appartement,178000.0,80.0,Toulon,2024-02-15,CHE DE LA BAUME
Appartement,72000.0,44.0,Toulon,2024-02-19,CHE DE LA MAJOURANE
Appartement,66500.0,20.0,Toulon,2024-02-15,RUE PIERRE BORIES
Appartement,103900.0,48.0,Toulon,2024-02-13,RUE JANVIER
Appartement,219000.0,66.0,Toulon,2024-02-15,RUE CASSINI
Appartement,183410.0,86.0,Toulon,2024-02-15,RUE COMMANDANT MORAZZANI
Appartement,190000.0,112.0,Toulon,2024-02-20,CHE DU PONT DE BOIS
Appartement,140000.0,65.0,Toulon,2024-02-21,BD DE L ESCAILLON
Appartement,124500.0,30.0,Toulon,2024-02-20,BD BAZEILLES
Appartement,94365.0,80.0,Toulon,2024-02-06,BD BAZEILLES
Appartement,148000.0,72.0,Toulon,2024-02-28,ALL DES PLATANES
Appartement,219750.0,73.0,Toulon,2024-03-04,AV JOSEPH GASQUET
Maison,676410.0,127.0,Toulon,2024-02-23,VCHE VIEUX CHEMIN DES POMETS
Maison,676410.0,127.0,Toulon,2024-02-23,VCHE VIEUX CHEMIN DES POMETS
Appartement,140500.0,62.0,Toulon,2024-02-16,RUE JEAN JAURES
Appartement,263720.0,59.0,Toulon,2024-02-26,AV JOSEPH GASQUET
Appartement,105000.0,52.0,Toulon,2024-02-08,RUE DOCTEUR AURRAN
Maison,379950.0,80.0,Toulon,2024-02-23,RUE D ALEXANDRIE
Appartement,150840.0,52.0,Toulon,2024-02-12,AV AMIRAL DAVELUY
Appartement,133000.0,44.0,Toulon,2024-02-08,RUE DOMINIQUE SANTINI
Appartement,109000.0,68.0,Toulon,2024-02-08,AV ARISTIDE BRIAND
Maison,118000.0,46.0,Toulon,2024-02-23,RUE MASSENET
Appartement,145000.0,45.0,Toulon,2024-02-21,RUE DE LORGUES
Maison,345000.0,72.0,Toulon,2024-02-09,CHE DE BLIDA
Appartement,120000.0,69.0,Toulon,2024-02-09,CHE DE LA COMMANDERIE
Appartement,90500.0,35.0,Toulon,2024-02-12,RUE COMMANDANT MORAZZANI
Appartement,222000.0,63.0,Toulon,2024-02-22,AV DES ROUTES
Appartement,147000.0,51.0,Toulon,2024-02-09,CHE DES BONNES HERBES
Appartement,180000.0,23.0,Toulon,2024-02-20,RUE GUSTAVE GARAUD
Appartement,180000.0,35.0,Toulon,2024-02-20,RUE GUSTAVE GARAUD
Appartement,180000.0,50.0,Toulon,2024-02-20,RUE GUSTAVE GARAUD
Appartement,180000.0,32.0,Toulon,2024-02-20,RUE GUSTAVE GARAUD
Appartement,180000.0,44.0,Toulon,2024-02-20,RUE GUSTAVE GARAUD
Appartement,180000.0,23.0,Toulon,2024-02-20,RUE GUSTAVE GARAUD
Appartement,258718.0,105.0,Toulon,2024-02-26,RUE JEAN PHILIPPE RAMEAU
Appartement,400000.0,42.0,Toulon,2024-03-07,AV DOCTEUR DOYEN
Appartement,400000.0,30.0,Toulon,2024-03-07,AV DOCTEUR DOYEN
Appartement,400000.0,78.0,Toulon,2024-03-07,AV DOCTEUR DOYEN
Appartement,400000.0,82.0,Toulon,2024-03-07,AV DOCTEUR DOYEN
Appartement,131500.0,53.0,Toulon,2024-03-06,RUE DAILLON
Appartement,120210.0,27.0,Toulon,2024-02-19,BD SAINTE HELENE
Appartement,173500.0,47.0,Toulon,2024-03-06,AV COLBERT
Appartement,146870.0,60.0,Toulon,2024-03-01,AV PIERRE LOTI
Appartement,185000.0,74.0,Toulon,2024-02-19,LA TOUR D'IVOIRE
Appartement,118350.0,21.0,Toulon,2024-02-14,RUE DU LT HENRI LACROIX
Appartement,15000.0,36.0,Toulon,2024-03-01,CRS LAFAYETTE
Appartement,226000.0,65.0,Toulon,2024-02-15,AV GENERAL GOURAUD
Appartement,144000.0,60.0,Toulon,2024-02-14,RUE COULMIER
Appartement,143000.0,66.0,Toulon,2024-02-29,AV DES MOULINS
Maison,440000.0,127.0,Toulon,2024-02-29,RUE OSWALD LARROQUE
Appartement,168000.0,42.0,Toulon,2024-02-16,ALL DES FLAMBOYANTS
Appartement,70000.0,61.0,Toulon,2024-02-27,AV DES LICES
Appartement,70000.0,51.0,Toulon,2024-02-27,AV DES LICES
Appartement,86000.0,35.0,Toulon,2024-02-19,RUE DES SAVONNIERES
Maison,639760.0,101.0,Toulon,2024-03-07,AV JOSEPH LOUIS ORTOLAN
Appartement,321000.0,61.0,Toulon,2024-03-07,AV PIERRE LOTI
Appartement,180000.0,76.0,Toulon,2024-02-27,AV D ENTRECASTEAUX
Appartement,150000.0,28.0,Toulon,2024-02-14,AV DOCTEUR FONTAN
Appartement,150000.0,69.0,Toulon,2024-02-14,AV DOCTEUR FONTAN
Appartement,150000.0,29.0,Toulon,2024-02-14,AV DOCTEUR FONTAN
Appartement,115000.0,57.0,Toulon,2024-02-28,AV FRANCOIS CUZIN
Appartement,130450.0,50.0,Toulon,2024-02-20,AV DU 15E CORPS
Appartement,88405.0,26.0,Toulon,2024-02-13,RUE DENIS LITARDI
Appartement,80000.0,28.0,Toulon,2024-03-01,AV FORBIN
Appartement,150000.0,51.0,Toulon,2024-03-01,CHE DE LA CALADE
Appartement,110000.0,32.0,Toulon,2024-02-19,PL COMMANDANT LAMY
Appartement,179900.0,42.0,Toulon,2024-02-19,RUE COURTELINE
Appartement,105000.0,47.0,Toulon,2024-03-13,AV COLBERT
Appartement,67000.0,28.0,Toulon,2024-02-26,RUE PIERRE SEMARD
Appartement,143000.0,42.0,Toulon,2024-02-23,RUE FELIX MAYOL
Appartement,107070.0,25.0,Toulon,2024-02-23,IMP GEORGES MOINEAUX
Appartement,90000.0,28.0,Toulon,2024-02-19,AV NOBEL
Appartement,75000.0,45.0,Toulon,2024-02-20,RUE COULMIER
Appartement,171000.0,80.0,Toulon,2024-02-21,AV DU MARECHAL FOCH
Appartement,165000.0,68.0,Toulon,2024-03-08,ALL DU 8 MAI 1945
Appartement,380170.0,120.0,Toulon,2024-03-08,BD TRUCY
Appartement,215000.0,64.0,Toulon,2024-03-07,RUE GROIGNARD
Appartement,160500.0,26.0,Toulon,2024-02-16,AV DU MARECHAL FOCH
Appartement,158370.0,89.0,Toulon,2024-02-22,BD LEON BOURGEOIS
Appartement,75000.0,29.0,Toulon,2024-02-23,PL ABBE LEON SPARIAT
Maison,100000.0,69.0,Toulon,2024-02-24,IMP BOSANO
Maison,530000.0,71.0,Toulon,2024-02-27,MAS DE LA GIRAUDE
Maison,608250.0,94.0,Toulon,2024-02-19,IMP DU SERPOLET
Appartement,134000.0,74.0,Toulon,2024-02-20,AV LAZARE CARNOT
Maison,535000.0,100.0,Toulon,2024-03-04,AV ANDRE VUILLET
Appartement,281310.0,94.0,Toulon,2024-02-29,RUE GIMELLI
Appartement,110000.0,54.0,Toulon,2024-02-29,RUE JEAN JAURES
Appartement,121000.0,51.0,Toulon,2024-03-12,RUE DES RIAUX
Appartement,190000.0,72.0,Toulon,2024-03-05,RUE ROSSINI
Appartement,138500.0,30.0,Toulon,2024-03-12,CHE DE LA CALADE
Appartement,121250.0,42.0,Toulon,2024-03-12,TRA DU CINQUIEME MOULIN
Appartement,235750.0,41.0,Toulon,2024-03-11,AV JOSEPH LOUIS ORTOLAN
Appartement,199600.0,51.0,Toulon,2024-03-04,CHE DE LA BARRE
Appartement,55417.0,13.0,Toulon,2024-03-08,RUE CHARLES PONCY
Appartement,66299.0,64.0,Toulon,2024-03-08,AV SGT GABRIEL JOURDAN
Appartement,144000.0,48.0,Toulon,2024-03-12,AV EMILE VINCENT
Maison,440000.0,92.0,Toulon,2024-03-01,RUE DOCTEUR PAUL MAROTTE
Appartement,135000.0,47.0,Toulon,2024-02-26,BD PELLICOT
Appartement,170000.0,41.0,Toulon,2024-02-19,RUE GROIGNARD
Appartement,150000.0,39.0,Toulon,2024-02-20,RUE BAYARD
Maison,570000.0,110.0,Toulon,2024-02-29,CHE DE LA PROVIDENCE
Appartement,477000.0,31.0,Toulon,2024-02-27,RUE ORVES
Appartement,477000.0,21.0,Toulon,2024-02-27,RUE ORVES
Appartement,477000.0,31.0,Toulon,2024-02-27,RUE ORVES
Appartement,477000.0,21.0,Toulon,2024-02-27,RUE ORVES
Maison,339000.0,50.0,Toulon,2024-03-07,RUE ZENON PONS
Appartement,328000.0,95.0,Toulon,2024-03-11,BD DE STRASBOURG
Appartement,163000.0,86.0,Toulon,2024-02-29,RUE PDT ROBERT SCHUMAN
Maison,286000.0,49.0,Toulon,2024-03-13,RUE LEON ISNARD
Appartement,130000.0,78.0,Toulon,2024-03-12,RUE PEIRESC
Appartement,95000.0,56.0,Toulon,2024-03-14,AV JOSEPH GASQUET
Appartement,119800.0,68.0,Toulon,2024-03-07,AV JOSEPH GASQUET
Appartement,172000.0,79.0,Toulon,2024-02-08,AV FRANKLIN ROOSEVELT
Appartement,110000.0,33.0,Toulon,2024-02-22,PL GAMBETTA
Appartement,223355.0,102.0,Toulon,2024-02-26,AV EDOUARD LE BELLEGOU
Appartement,230750.0,63.0,Toulon,2024-03-08,RUE ROSSINI
Appartement,60000.0,22.0,Toulon,2024-03-05,RUE PIERRE SEMARD
Appartement,172200.0,40.0,Toulon,2024-02-20,RUE JOSEPHINE
Appartement,64000.0,23.0,Toulon,2024-03-11,RUE HENRI VIENNE
Appartement,190000.0,45.0,Toulon,2024-02-23,RUE PIERRE BORIES
Appartement,116000.0,86.0,Toulon,2024-03-07,AV FRANCOIS CUZIN
Appartement,116000.0,43.0,Toulon,2024-03-07,AV FRANCOIS CUZIN
Appartement,310000.0,64.0,Toulon,2024-03-19,AV DE LA REPUBLIQUE
Appartement,90000.0,45.0,Toulon,2024-03-05,RUE PAUL LENDRIN
Appartement,150000.0,68.0,Toulon,2024-03-15,RUE LIEUTENANT COL BERNARD
Appartement,237000.0,80.0,Toulon,2024-02-27,CHE DE LA JONQUIERE
Appartement,262000.0,67.0,Toulon,2024-02-29,IMP DU LIBAN
Appartement,182000.0,77.0,Toulon,2024-02-29,CHEM VX CHEMIN DE STE MUSSE
Appartement,191000.0,66.0,Toulon,2024-03-15,RUE CHARLES LEJEUNE
Appartement,105000.0,21.0,Toulon,2024-03-12,RUE DENIS LITARDI
Appartement,117000.0,64.0,Toulon,2024-03-14,AV LEON JOUHAUX
Appartement,413000.0,29.0,Toulon,2024-02-29,RUE GENERAL CHANGARNIER
Appartement,413000.0,26.0,Toulon,2024-02-29,RUE GENERAL CHANGARNIER
Appartement,413000.0,20.0,Toulon,2024-02-29,RUE GENERAL CHANGARNIER
Appartement,413000.0,38.0,Toulon,2024-02-29,RUE GENERAL CHANGARNIER
Appartement,413000.0,58.0,Toulon,2024-02-29,RUE GENERAL CHANGARNIER
Appartement,68000.0,28.0,Toulon,2024-03-11,AV COLONEL PICOT
Appartement,150000.0,52.0,Toulon,2024-02-26,RUE PAUL LENDRIN
Appartement,240000.0,65.0,Toulon,2024-02-23,AV DU PORT DE PLAISANCE
Maison,537000.0,16.0,Toulon,2024-03-15,CD 46
Maison,537000.0,190.0,Toulon,2024-03-15,CD 46
Maison,300000.0,65.0,Toulon,2024-03-13,BD FOURNIOL
Appartement,140000.0,39.0,Toulon,2024-03-08,RUE DE POMET
Appartement,140000.0,39.0,Toulon,2024-03-08,RUE DE POMET
Appartement,140000.0,35.0,Toulon,2024-03-08,RUE DE POMET
Appartement,140000.0,41.0,Toulon,2024-03-08,RUE DE POMET
Appartement,140000.0,35.0,Toulon,2024-03-08,RUE DE POMET
Maison,777900.0,137.0,Toulon,2024-02-29,VC DES GARRIGUES
Appartement,226000.0,77.0,Toulon,2024-03-11,CHE DE LA RESSENCE
Appartement,169000.0,88.0,Toulon,2024-03-08,RUE FRANCOIS FABIE
Appartement,107000.0,29.0,Toulon,2024-03-08,RUE AMIRAL NOMY
Appartement,230000.0,85.0,Toulon,2024-02-27,CHE DES BONNES HERBES
Appartement,66000.0,40.0,Toulon,2024-03-09,RUE DRAGON
Maison,378000.0,96.0,Toulon,2024-02-22,AV CLOVIS HUGUES
Maison,805000.0,182.0,Toulon,2024-03-14,AV BELLEVUE
Appartement,125000.0,68.0,Toulon,2024-03-14,ALL DU DOCTEUR LAURES
Appartement,80000.0,62.0,Toulon,2024-02-29,BD DE PARIS
Maison,1327500.0,255.0,Toulon,2024-03-08,RUE JEAN DUVILLE
Maison,1327500.0,255.0,Toulon,2024-03-08,RUE JEAN DUVILLE
Appartement,92720.0,22.0,Toulon,2024-03-12,BD BAUCHIERE
Appartement,253660.0,82.0,Toulon,2024-02-26,CHE DE FORGENTIER
Appartement,109000.0,49.0,Toulon,2024-03-15,IMP KAIROUAN
Appartement,73000.0,43.0,Toulon,2024-03-08,BD BARTHELEMY
Appartement,179000.0,69.0,Toulon,2024-03-12,AV GENERAL NOGUES
Appartement,72000.0,55.0,Toulon,2024-03-18,BD MARECHAL JOFFRE
Appartement,155000.0,64.0,Toulon,2024-03-19,PL MARIE CURIE
Appartement,255000.0,50.0,Toulon,2024-03-19,RUE PAUL LENDRIN
Appartement,255000.0,50.0,Toulon,2024-03-19,RUE PAUL LENDRIN
Appartement,255000.0,50.0,Toulon,2024-03-19,RUE PAUL LENDRIN
Appartement,255000.0,50.0,Toulon,2024-03-19,RUE PAUL LENDRIN
Appartement,255000.0,40.0,Toulon,2024-03-19,RUE PAUL LENDRIN
Appartement,942300.0,85.0,Toulon,2024-03-20,IMP DUTASTA
Maison,459500.0,89.0,Toulon,2024-03-08,CHE DES BONNES HERBES
Appartement,90000.0,46.0,Toulon,2024-03-05,RUE COLONEL MOLL
Appartement,102000.0,50.0,Toulon,2024-03-11,RUE JEANNE D ARC
Maison,604000.0,62.0,Toulon,2024-03-15,BD DOCTEUR AMOURETTI
Appartement,181000.0,103.0,Toulon,2024-03-26,AV GENERAL NOGUES
Appartement,192000.0,71.0,Toulon,2024-03-22,CHE DE RIGOUMEL
Appartement,58000.0,35.0,Toulon,2024-03-19,BD MARECHAL JOFFRE
Appartement,225310.0,47.0,Toulon,2024-03-21,RUE LAMALGUE
Appartement,125000.0,67.0,Toulon,2024-03-18,AV GEORGES BIZET
Appartement,60000.0,25.0,Toulon,2024-03-18,AV DOCTEUR FONTAN
Appartement,135000.0,59.0,Toulon,2024-03-19,RUE ANATOLE FRANCE
Appartement,415000.0,120.0,Toulon,2024-03-07,BD DE LA MARTILLE
Appartement,340000.0,88.0,Toulon,2024-03-18,TRA RICHARD
Appartement,91000.0,27.0,Toulon,2024-03-20,AV PIERRE LOTI
Appartement,231100.0,67.0,Toulon,2024-03-20,RUE PIERRE BORIES
Appartement,254000.0,59.0,Toulon,2024-03-21,BD EDOUARD AIGUIER
Appartement,155000.0,73.0,Toulon,2024-03-06,AV EMILE VINCENT
Appartement,390000.0,80.0,Toulon,2024-03-07,AV CHIARISOLI BEY
Appartement,390000.0,50.0,Toulon,2024-03-07,AV CHIARISOLI BEY
Appartement,240000.0,32.0,Toulon,2024-03-19,RUE D ANNAM
Appartement,240000.0,32.0,Toulon,2024-03-19,RUE D ANNAM
Appartement,240000.0,71.0,Toulon,2024-03-19,RUE D ANNAM
Appartement,155000.0,20.0,Toulon,2024-03-19,RUE LAMARTINE
Appartement,155000.0,20.0,Toulon,2024-03-19,RUE LAMARTINE
Appartement,62000.0,21.0,Toulon,2024-03-19,RUE PIERRE BORIES
Appartement,280000.0,102.0,Toulon,2024-03-14,AV EDOUARD LE BELLEGOU
Appartement,110000.0,34.0,Toulon,2024-03-08,CRS LAFAYETTE
Appartement,105000.0,38.0,Toulon,2024-03-19,BD EUGENE PELLETAN
Appartement,560000.0,120.0,Toulon,2024-03-18,BD DE LA MARTILLE
Appartement,230000.0,90.0,Toulon,2024-03-14,RUE DE PALMYRE
Appartement,164423.0,83.0,Toulon,2024-02-29,RPT MIRASOULEOU
Appartement,50000.0,77.0,Toulon,2024-03-26,RUE DEJUSSIEU PONTCARRAL
Maison,1750000.0,124.0,Toulon,2024-03-08,CHE DE FLORE
Appartement,1750000.0,90.0,Toulon,2024-03-08,RUE CHARLES LEJEUNE
Appartement,1750000.0,35.0,Toulon,2024-03-08,RUE CHARLES LEJEUNE
Appartement,1750000.0,90.0,Toulon,2024-03-08,RUE CHARLES LEJEUNE
Appartement,1750000.0,35.0,Toulon,2024-03-08,RUE CHARLES LEJEUNE
Maison,1750000.0,145.0,Toulon,2024-03-08,RUE CHARLES LEJEUNE
Maison,1750000.0,145.0,Toulon,2024-03-08,RUE CHARLES LEJEUNE
Appartement,142700.0,65.0,Toulon,2024-03-27,AV DU 15E CORPS
Appartement,136000.0,53.0,Toulon,2024-03-14,ALL DU 8 MAI 1945
Appartement,130000.0,64.0,Toulon,2024-03-07,RUE EDOUARD HERRIOT
Appartement,130000.0,73.0,Toulon,2024-03-07,RUE EDOUARD HERRIOT
Appartement,130000.0,58.0,Toulon,2024-03-07,RUE EDOUARD HERRIOT
Appartement,442700.0,28.0,Toulon,2024-03-26,BD DE L ISERAN
Appartement,442700.0,25.0,Toulon,2024-03-26,BD DE L ISERAN
Appartement,442700.0,49.0,Toulon,2024-03-26,BD DE L ISERAN
Appartement,442700.0,32.0,Toulon,2024-03-26,BD DE L ISERAN
Appartement,346200.0,66.0,Toulon,2024-03-28,AV MARCEL CASTIE
Maison,370000.0,103.0,Toulon,2024-03-11,BD JOUVE
Appartement,180000.0,20.0,Toulon,2024-03-18,RUE FELIX PYAT
Appartement,123000.0,57.0,Toulon,2024-03-27,LES MONIQUES
Appartement,54000.0,28.0,Toulon,2024-03-05,CHE DE PLAISANCE
Appartement,115000.0,66.0,Toulon,2024-03-14,AV MARECHAL LYAUTEY
Appartement,157000.0,63.0,Toulon,2024-03-15,RUE HENRI POINCARE
Appartement,153000.0,65.0,Toulon,2024-03-14,BD DU 11 NOVEMBRE 1918
Appartement,100000.0,54.0,Toulon,2024-03-14,LE MAYOL RUE LEON REBOUL
Appartement,39000.0,32.0,Toulon,2024-03-14,BD LEON BOURGEOIS
Appartement,430000.0,81.0,Toulon,2024-03-27,BD MIRAMAR
Appartement,78000.0,24.0,Toulon,2024-03-25,RUE DOMINIQUE SANTINI
Appartement,67000.0,18.0,Toulon,2024-03-29,CRS LAFAYETTE
Appartement,67000.0,20.0,Toulon,2024-03-29,CRS LAFAYETTE
Appartement,157000.0,42.0,Toulon,2024-03-27,RUE LATOUCHE TREVILLE
Maison,270000.0,118.0,Toulon,2024-03-08,AV DE LA RESISTANCE
Maison,400000.0,134.0,Toulon,2024-03-25,CHE DES BONNES HERBES
Appartement,230000.0,66.0,Toulon,2024-03-25,PL ALBERT 1ER
Maison,420259.0,114.0,Toulon,2024-03-08,CHE DE TERRE ROUGE
Appartement,365000.0,40.0,Toulon,2024-03-21,RUE LACORDAIRE
Appartement,365000.0,28.0,Toulon,2024-03-21,RUE LACORDAIRE
Appartement,365000.0,28.0,Toulon,2024-03-21,RUE LACORDAIRE
Appartement,365000.0,40.0,Toulon,2024-03-21,RUE LACORDAIRE
Appartement,365000.0,100.0,Toulon,2024-03-21,RUE LACORDAIRE
Appartement,120000.0,72.0,Toulon,2024-03-28,AV FRANKLIN ROOSEVELT
Maison,140000.0,102.0,Toulon,2024-03-07,AV MARCEAU
Maison,200000.0,70.0,Toulon,2024-03-21,BD SAINT JACQUES
Appartement,76000.0,22.0,Toulon,2024-03-27,RUE ALEZARD
Appartement,108000.0,71.0,Toulon,2024-03-27,RUE DU ROI RENE
Maison,518000.0,68.0,Toulon,2024-03-29,RUE CLAIRE JOIE
Appartement,32000.0,35.0,Toulon,2024-03-07,PL ABBE LEON SPARIAT
Appartement,120000.0,57.0,Toulon,2024-03-12,AV DU MARECHAL FOCH
Appartement,83950.0,40.0,Toulon,2024-03-25,BD MARECHAL JOFFRE
Maison,394720.0,86.0,Toulon,2024-03-25,BD DELESCLUZE
Appartement,125000.0,55.0,Toulon,2024-04-02,RUE JEAN JAURES
Appartement,135000.0,57.0,Toulon,2024-03-21,RUE LAMARTINE
Appartement,160000.0,48.0,Toulon,2024-03-08,RUE DE LA GLACIERE
Appartement,250000.0,79.0,Toulon,2024-03-28,BD DE L ESCAILLON
Appartement,232000.0,62.0,Toulon,2024-04-02,BD DE LA CONVENTION
Appartement,92000.0,40.0,Toulon,2024-03-26,BD BAZEILLES
Appartement,625000.0,137.0,Toulon,2024-03-29,AV JOSEPH LOUIS ORTOLAN
Appartement,120000.0,58.0,Toulon,2024-03-26,PRIMEROSES
Appartement,150000.0,67.0,Toulon,2024-04-03,QUAI COMMANDANT RIVIERE
Maison,258000.0,165.0,Toulon,2024-04-03,AV CHARLES MARENCO
Maison,527000.0,80.0,Toulon,2024-03-29,AV DUMONCEAU
Appartement,252000.0,92.0,Toulon,2024-03-22,RUE PEIRESC
Appartement,104000.0,57.0,Toulon,2024-03-25,RUE DRAGON
Appartement,246460.0,68.0,Toulon,2024-04-05,RUE DOCTEUR AURRAN
Appartement,211000.0,86.0,Toulon,2024-04-03,AV COLBERT
Appartement,70000.0,33.0,Toulon,2024-04-02,PL PAVE D AMOUR
Appartement,390000.0,85.0,Toulon,2024-04-05,RUE KLEBER
Appartement,272000.0,40.0,Toulon,2024-04-04,RUE GUEIT
Appartement,272000.0,72.0,Toulon,2024-04-04,RUE GUEIT
Appartement,272000.0,72.0,Toulon,2024-04-04,RUE GUEIT
Appartement,195000.0,45.0,Toulon,2024-03-04,RUE JEANNE D ARC
Appartement,175800.0,62.0,Toulon,2024-04-05,RUE MELPOMENE
Appartement,80000.0,37.0,Toulon,2024-03-25,RUE JOSEPHINE
Appartement,162500.0,25.0,Toulon,2024-03-20,AV FREDERIC PASSY
Appartement,130000.0,66.0,Toulon,2024-04-05,RUE GENERAL MICHEL AUDEOUD
Appartement,171500.0,66.0,Toulon,2024-03-22,AV DE BOURGOGNE
Appartement,265000.0,92.0,Toulon,2024-03-27,RUE GIMELLI
Appartement,90000.0,34.0,Toulon,2024-02-29,RUE F PELLOUTIER
Appartement,113000.0,61.0,Toulon,2024-03-11,BD BARTHELEMY
Appartement,190000.0,65.0,Toulon,2024-03-20,RUE DE LORGUES
Appartement,155000.0,63.0,Toulon,2024-04-02,AV ARISTIDE BRIAND
Appartement,122000.0,51.0,Toulon,2024-03-15,AV MARECHAL BUGEAUD
Appartement,28000.0,17.0,Toulon,2024-03-11,RUE MICHEL DE BOURGES
Appartement,113000.0,55.0,Toulon,2024-03-18,RUE COURBET
Appartement,139900.0,52.0,Toulon,2024-03-13,BD DE PARIS
Appartement,90000.0,45.0,Toulon,2024-03-27,RUE PEIRESC
Maison,350000.0,56.0,Toulon,2024-03-29,RUE PIERRE DEVOLUY
Appartement,147650.0,44.0,Toulon,2024-04-03,ALL DU DOCTEUR LAURES
Maison,474876.0,78.0,Toulon,2024-03-13,CHE DU PELVOUX
Appartement,85000.0,23.0,Toulon,2024-03-11,RUE ANATOLE FRANCE
Appartement,218200.0,59.0,Toulon,2024-04-05,BD BAZEILLES
Appartement,55000.0,26.0,Toulon,2024-03-22,RUE NICOLAS LAUGIER
Appartement,128000.0,57.0,Toulon,2024-03-26,RUE DE NICE
Appartement,85000.0,24.0,Toulon,2024-03-28,RUE MICHEL DE BOURGES
Appartement,85000.0,28.0,Toulon,2024-03-28,RUE MICHEL DE BOURGES
Appartement,115000.0,48.0,Toulon,2024-03-14,BD FISQUET
Appartement,100000.0,57.0,Toulon,2024-04-02,LES MONIQUES
Appartement,173000.0,66.0,Toulon,2024-03-13,RUE DES GENEVRIERS
Maison,367250.0,56.0,Toulon,2024-04-02,IMP DES COTEAUX FLEURIS
Appartement,174000.0,56.0,Toulon,2024-04-08,CHE DU FORT ROUGE
Appartement,200000.0,56.0,Toulon,2024-03-28,RUE DAVID
Appartement,35000.0,60.0,Toulon,2024-04-08,RUE MOREAU
Appartement,258000.0,96.0,Toulon,2024-03-13,QUAI MARCEL PAGNOL
Appartement,135000.0,63.0,Toulon,2024-03-20,RUE PAUL LENDRIN
Appartement,43500.0,27.0,Toulon,2024-03-21,PL JEAN PORTALIS
Appartement,150000.0,50.0,Toulon,2024-04-11,BD PAULIN BERTRAND
Maison,215000.0,52.0,Toulon,2024-04-10,RUE CHANOINE BOUISSON
Appartement,196000.0,72.0,Toulon,2024-04-03,AV JOSEPH GASQUET
Appartement,109900.0,57.0,Toulon,2024-04-04,RUE DES RIAUX
Appartement,225000.0,77.0,Toulon,2024-03-29,QUAI MARCEL PAGNOL
Appartement,195000.0,93.0,Toulon,2024-04-05,RUE LULLI
Appartement,110000.0,39.0,Toulon,2024-04-03,RUE D ANTRECHAUS
Appartement,160000.0,86.0,Toulon,2024-04-03,AV FRANCOIS CUZIN
Appartement,220000.0,87.0,Toulon,2024-03-29,RUE PDT ROBERT SCHUMAN
Appartement,167900.0,70.0,Toulon,2024-03-29,AV HENRI MATHIS
Appartement,185000.0,42.0,Toulon,2024-03-26,BRASILI
Appartement,163000.0,89.0,Toulon,2024-04-04,AV FRANKLIN ROOSEVELT
Appartement,70000.0,24.0,Toulon,2024-04-09,RUE DE NICE
Appartement,107500.0,20.0,Toulon,2024-04-08,COR MARIUS ESCARTEFIGUE
Appartement,129590.0,60.0,Toulon,2024-04-05,PL A L HUILE
Maison,395000.0,141.0,Toulon,2024-04-09,AV ANDRE LE CHATELIER
Maison,477808.0,145.0,Toulon,2024-04-09,RUE DE CRIMEE
Maison,237700.0,90.0,Toulon,2024-04-12,AV COLONEL PICOT
Appartement,345000.0,35.0,Toulon,2024-03-21,RUE ELISEE RECLUS
Appartement,345000.0,30.0,Toulon,2024-03-21,RUE ELISEE RECLUS
Appartement,345000.0,35.0,Toulon,2024-03-21,RUE ELISEE RECLUS
Appartement,345000.0,30.0,Toulon,2024-03-21,RUE ELISEE RECLUS
Appartement,345000.0,40.0,Toulon,2024-03-21,RUE ELISEE RECLUS
Appartement,118850.0,50.0,Toulon,2024-03-29,RUE SAINTE MARTHE
Appartement,135000.0,44.0,Toulon,2024-03-18,ALL DU DOCTEUR LAURES
Maison,540000.0,165.0,Toulon,2024-03-27,AV ERNEST ROLLER
Maison,540000.0,165.0,Toulon,2024-03-27,AV ERNEST ROLLER
Appartement,142000.0,66.0,Toulon,2024-03-19,RUE LIEUTENANT THIERRY
Appartement,73000.0,28.0,Toulon,2024-03-18,RUE PIERRE SEMARD
Appartement,151000.0,38.0,Toulon,2024-04-04,AV MARCEAU
Appartement,99900.0,57.0,Toulon,2024-04-03,RUE DE SUEZ
Appartement,252825.0,66.0,Toulon,2024-04-02,RUE SIDI BRAHIM
Appartement,232500.0,98.0,Toulon,2024-03-29,AV VAUBAN
Appartement,62500.0,55.0,Toulon,2024-03-19,RUE JEAN JAURES
Appartement,60000.0,28.0,Toulon,2024-03-28,IMP DU LIBAN
Appartement,147750.0,59.0,Toulon,2024-03-29,AV COLONEL PICOT
Appartement,63500.0,28.0,Toulon,2024-04-10,AV AMIRAL COLLET
Appartement,82000.0,32.0,Toulon,2024-04-04,AV DOCTEUR FONTAN
Appartement,85000.0,28.0,Toulon,2024-04-08,RUE VICTOR COCHET
Appartement,168000.0,43.0,Toulon,2024-04-10,RUE LAMALGUE
Appartement,80000.0,50.0,Toulon,2024-03-29,RUE SYLVAIN
Appartement,173000.0,66.0,Toulon,2024-04-12,RUE MAGENTA
Appartement,185000.0,65.0,Toulon,2024-04-08,CHE DE LA CALADE
Appartement,125000.0,72.0,Toulon,2024-04-05,AV ARISTIDE BRIAND
